id,name,mass_g,low_g,high_g,x_mm,y_mm,z_mm,basis
FMF,Motor load firewall REV3 rotated mount pattern,6.709370883318278,5.032028162488708,8.386713604147848,-0.023844255418138113,586.9999999999997,-0.3374302698696303,REV3 delivered STEP adaptive volume times assumed plywood density; weigh actual part
FMT,Combined motor tie and gusset base REV3,7.849542857149377,5.887157142862033,9.811928571436722,-2.84406647669376e-11,544.6345293473559,-3.0,REV3 delivered STEP adaptive volume times assumed plywood density; weigh actual part
FMGR,Motor triangular load gusset,1.1848925952825087,0.8886694464618815,1.481115744103136,21.0,571.6929115230997,5.94554886774572,Finished CAD volume times assumed plywood density; weigh actual part
FMGL,Motor triangular load gusset,1.1848922650504907,0.8886691987878682,1.4811153313131136,-21.0,571.69290834323,5.945545881122222,Finished CAD volume times assumed plywood density; weigh actual part
FNG1,Formed lower nose gore 1,1.4692405649186995,1.2429775179212197,1.7630886779024393,-36.29114681932465,-375.2466508871441,-13.290343857429738,"Developed blank area times 500 g/m2, range423–600; conservative before inner-paper/core removal; weigh board"
FNG2,Formed lower nose gore 2,1.5777098113132253,1.3347425003709885,1.8932517735758703,-14.890725931683882,-375.30610194752734,-31.750020462535247,"Developed blank area times 500 g/m2, range423–600; conservative before inner-paper/core removal; weigh board"
FNG3,Formed lower nose gore 3,1.5772638133393497,1.33436518608509,1.8927165760072198,14.890725931685543,-375.3061019475191,-31.75002046253617,"Developed blank area times 500 g/m2, range423–600; conservative before inner-paper/core removal; weigh board"
FNG4,Formed lower nose gore 4,1.4686662050606498,1.2424916094813099,1.7623994460727799,36.29114681932734,-375.24665088715494,-13.290343857429514,"Developed blank area times 500 g/m2, range423–600; conservative before inner-paper/core removal; weigh board"
FNT,Small hand-shaped foam nose tip plug,0.0455,0.038493,0.0546,-1.6050467186439306e-13,-436.142844268206,-2.0371909214148145,"Developed blank area times 500 g/m2, range423–600; conservative before inner-paper/core removal; weigh board"
FF0R,Right lower former piece FF0,0.39985660244976684,0.24991037653110426,0.5498028283684294,25.3233873399189,-127.49999999994813,-26.333725858245387,Finished CAD volume times assumed balsa density; weigh actual part
FF0U,Upper former piece FF0,0.9423336907370155,0.5889585567106347,1.2957088247633963,2.781039824245923e-05,-127.49999999992751,23.27621481265909,Finished CAD volume times assumed balsa density; weigh actual part
FF0L,Left lower former piece FF0,0.3998558551082278,0.24990990944264238,0.5498018007738132,-25.32333772570306,-127.49999999996335,-26.33374133800509,Finished CAD volume times assumed balsa density; weigh actual part
FF2R,Right lower former piece FF2,0.4692814219430376,0.29330088871439847,0.6452619551716767,26.53622797365014,236.14999999999998,-24.86433466485803,Finished CAD volume times assumed balsa density; weigh actual part
FF2U,Upper former piece FF2,0.9867954433707146,0.6167471521066966,1.3568437346347324,0.009715743744545615,236.14999999999998,23.437728464538793,Finished CAD volume times assumed balsa density; weigh actual part
FF2L,Left lower former piece FF2,0.4692812114494313,0.29330075715589454,0.6452616657429681,-26.536192207682998,236.14999999999998,-24.864333508013363,Finished CAD volume times assumed balsa density; weigh actual part
N1,Immutable already printed N1,140.08297283267618,126.07467554940857,161.0954187575776,0.026971121455147965,-273.0760841654176,41.11568416638125,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass"
WRIN,Original smooth wing formed foam WRIN,83.52942402866867,70.6658927282537,100.2353088344024,257.02701105444305,114.79739643272349,13.598031652419769,"Developed blank area times 500 g/m2, range423–600; conservative before inner-paper/core removal; weigh board"
WLIN,Original smooth wing formed foam WLIN,83.52948574223139,70.66594493792775,100.23538289067767,-257.02698470939856,114.79740200337413,13.598034016639575,"Developed blank area times 500 g/m2, range423–600; conservative before inner-paper/core removal; weigh board"
WROUT,Original smooth wing formed foam WROUT,45.850854515493886,38.78982292010783,55.021025418592664,752.1622800166458,107.78480664891458,15.410343281191729,"Developed blank area times 500 g/m2, range423–600; conservative before inner-paper/core removal; weigh board"
WLOUT,Original smooth wing formed foam WLOUT,45.85086393430194,38.78983088841944,55.021036721162325,-752.1622132635738,107.78479225497415,15.41034311535579,"Developed blank area times 500 g/m2, range423–600; conservative before inner-paper/core removal; weigh board"
TLF,Original canted fixed V tail L,25.948899286609883,21.95276879647196,31.13867914393186,-171.28936375198705,462.6045961431264,111.2944730690683,"Developed blank area times 500 g/m2, range423–600; conservative before inner-paper/core removal; weigh board"
TRF,Original canted fixed V tail R,25.9489627293027,21.952822468990085,31.13875527516324,171.28936491170273,462.6045965811331,111.2944739106822,"Developed blank area times 500 g/m2, range423–600; conservative before inner-paper/core removal; weigh board"
WRRI,Plywood6 root rib with positive wing tie slot R,5.854374707669036,4.390781030751778,7.317968384586297,56.000000000000014,90.37677986450892,14.242915218409651,Finished CAD volume times assumed plywood density; weigh actual part
WRRM_1,Balsa5 wing R RM separate rib segment 1,0.33057704664299004,0.20661065415186877,0.4545434391341113,249.85002033789,55.790662353405125,15.053728269420787,Finished CAD volume times assumed balsa density; weigh actual part
WRRM_2,Balsa5 wing R RM separate rib segment 2,0.49530108275805385,0.30956317672378364,0.681038988792324,249.85002033788993,123.70994203748268,14.185676550352877,Finished CAD volume times assumed balsa density; weigh actual part
WRRO_1,Balsa5 wing R RO separate rib segment 1,0.22239259628254668,0.13899537267659168,0.3057898198885017,490.5100186768001,74.93371318861753,14.137267168544472,Finished CAD volume times assumed balsa density; weigh actual part
WRRO_2,Balsa5 wing R RO separate rib segment 2,0.18513450545160698,0.11570906590725435,0.2545599449959596,490.51001867679986,128.27596446737525,13.196799579743256,Finished CAD volume times assumed balsa density; weigh actual part
JR1,Root tongue laminate R1,15.058356232670754,11.293767174503065,18.822945290838444,137.03799068924542,76.66524519621709,15.352543166965601,Finished CAD volume times assumed plywood density; weigh actual part
JR2,Root tongue laminate R2,11.923109194060372,8.94233189554528,14.903886492575467,140.09836248888408,82.50147650613548,15.311744552411259,Finished CAD volume times assumed plywood density; weigh actual part
JR3,Root tongue laminate R3,10.079546464979034,7.559659848734275,12.599433081223793,102.1007479363508,88.87541494779576,15.761605986862618,Finished CAD volume times assumed plywood density; weigh actual part
WLRI,Plywood6 root rib with positive wing tie slot L,5.854374708068223,4.3907810310511675,7.317968385085279,-56.0,90.37677986445577,14.242915217978384,Finished CAD volume times assumed plywood density; weigh actual part
WLRM_1,Balsa5 wing L RM separate rib segment 1,0.3305770464520597,0.20661065403253728,0.45454343887158205,-249.85002189809995,55.79066236399314,15.053728268535915,Finished CAD volume times assumed balsa density; weigh actual part
WLRM_2,Balsa5 wing L RM separate rib segment 2,0.49530108412963997,0.309563177581025,0.6810389906782549,-249.8500218981,123.70994208858332,14.185676529517059,Finished CAD volume times assumed balsa density; weigh actual part
WLRO_1,Balsa5 wing L RO separate rib segment 1,0.22239039457338777,0.13899399660836734,0.3057867925384082,-490.50002470220005,74.93367219254841,14.137289114892466,Finished CAD volume times assumed balsa density; weigh actual part
WLRO_2,Balsa5 wing L RO separate rib segment 2,0.18513350118503893,0.11570843824064933,0.2545585641294285,-490.5000247022001,128.27573259244042,13.196824965699543,Finished CAD volume times assumed balsa density; weigh actual part
JL1,Root tongue laminate L1,15.058356232734125,11.293767174550595,18.82294529091766,-137.03799068913233,76.66524519621993,15.352543166951323,Finished CAD volume times assumed plywood density; weigh actual part
JL2,Root tongue laminate L2,11.923109074641369,8.942331805981027,14.903886343301714,-140.09836274736696,82.50147648179404,15.31174452779836,Finished CAD volume times assumed plywood density; weigh actual part
JL3,Root tongue laminate L3,10.079546118797458,7.559659589098095,12.599432648496824,-102.10074615079839,88.87541501697783,15.76160587709796,Finished CAD volume times assumed plywood density; weigh actual part
JF,Continuous root spar receiver cheek,6.120000000000001,4.590000000000001,7.650000000000001,-1.7833229446528001e-16,70.54999999999998,14.500000000000004,Finished CAD volume times assumed plywood density; weigh actual part
JB,Continuous root spar receiver cheek,6.0624,4.546800000000001,7.578000000000001,-9.563916474997388e-17,94.84999999999998,14.523752969121146,Finished CAD volume times assumed plywood density; weigh actual part
JLOW,Root receiver bottom bearing cap,10.907999999999994,8.180999999999997,13.634999999999994,-8.00435381098287e-16,82.7,3.0,Finished CAD volume times assumed plywood density; weigh actual part
JTOP,Root receiver top bearing cap,10.907999999999994,8.180999999999997,13.634999999999994,-8.00435381098287e-16,82.7,26.0,Finished CAD volume times assumed plywood density; weigh actual part
AR,Hollow smooth aileron R,34.27569005605229,30.848121050447062,39.41704356446013,613.5670836631348,169.64324135553463,11.000241195213794,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass; printed blank before horn-slot cutting, so slightly conservative for finished control"
AHR,One-piece fixed aileron rail and tape landing R,43.16550732533908,38.84895659280517,49.64033342413994,628.0541151553653,132.8891586879734,14.736525512914112,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass"
AL,Hollow smooth aileron L,34.20126011508635,30.781134103577713,39.3314491323493,-613.7474301743296,169.61192423800324,11.139747503074256,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass; printed blank before horn-slot cutting, so slightly conservative for finished control"
AHL,One-piece fixed aileron rail and tape landing L,43.16930792854952,38.85237713569457,49.64470411783195,-628.0620424342775,132.88926555522028,14.73653012114103,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass"
TRC,Hollow original-outline ruddervator R,26.614371544673116,23.952934390205805,30.60652727637408,138.2786802350127,512.3382584615289,88.13940247928869,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass"
TLC,Hollow original-outline ruddervator L,26.63358235494522,23.970224119450698,30.628619708187,-138.6084118368011,512.3344308259057,88.44853890197533,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass"
ETR,MG90S tail installation reference R,13.4,12.0,15.0,42.861176274235156,406.39746481816576,11.162260510016216,MG90S nominal maker mass; verify actual servo and supplied arm
ETL,MG90S tail installation reference L,13.4,12.0,15.0,-42.86117627423464,406.3974648181667,11.16226051001624,MG90S nominal maker mass; verify actual servo and supplied arm
TROOT,V-tail load crosshead,3.319200000000225,2.489400000000169,4.149000000000282,6.190301745933271e-13,447.0000000000001,9.148951554592447,Finished CAD volume times assumed plywood density; weigh actual part
TRS,Balsa tail internal spine R,1.2479999999994178,0.7799999999996361,1.7159999999991993,154.999999999991,452.50000000000006,99.83216839000002,Finished CAD volume times assumed balsa density; weigh actual part
TLS,Balsa tail internal spine L,1.2479999999994178,0.7799999999996361,1.7159999999991993,-155.0000000000091,452.50000000000006,99.83216838999999,Finished CAD volume times assumed balsa density; weigh actual part
MTR,Tail servo tie tray R,0.9552,0.597,1.3134000000000001,41.02680067001675,406.55360134003365,2.4999999999999996,Finished CAD volume times assumed balsa density; weigh actual part
MTL,Tail servo tie tray L,0.9552,0.597,1.3134000000000001,-41.02680067001675,406.55360134003365,2.4999999999999996,Finished CAD volume times assumed balsa density; weigh actual part
HAR,Aileron keyed horn R,0.6693180847617017,0.6023862762855315,0.769715797475957,509.4999999999998,154.2542724442635,3.1916775412671536,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass"
HTR,Tail keyed horn R,1.087471915968494,0.9787247243716446,1.250592703363768,61.5,499.63950823170023,25.08265002867658,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass"
HAL,Aileron keyed horn L,0.6693180847617017,0.6023862762855315,0.769715797475957,-509.4999999999998,154.2542724442635,3.1916775412671536,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass"
HTL,Tail keyed horn L,1.087471915968494,0.9787247243716446,1.250592703363768,-61.49999999999999,499.63950823170023,25.08265002867658,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass"
ARP,Balsa end plug AR,0.29730299709559327,0.18581437318474578,0.40879162100644073,498.29877634025564,168.00248275204777,11.315285747726294,Finished CAD volume times assumed balsa density; weigh actual part
ALP,Balsa end plug AL,0.29730299824576695,0.18581437390360434,0.4087916225879295,-498.2987763380448,168.0024827693149,11.31528577338223,Finished CAD volume times assumed balsa density; weigh actual part
TRCP,Balsa end plug TRC,0.25504183620420295,0.15940114762762683,0.35068252478077905,49.6336697105907,513.4421561159917,25.945472391668925,Finished CAD volume times assumed balsa density; weigh actual part
TLCP,Balsa end plug TLC,0.2638760475195883,0.16492252969974272,0.36282956533943395,-49.61985860588705,513.0587432621093,26.06790196004114,Finished CAD volume times assumed balsa density; weigh actual part
PTR,Owned bicycle spoke route TR,2.1807643685871754,2.1529839307707785,2.2224350253117713,62.67500000000002,454.5499999999993,9.213726140003969,Finished CAD volume times assumed steel density; weigh actual part
PTL,Owned bicycle spoke route TL,2.1807643685871754,2.1529839307707785,2.2224350253117713,-62.67500000000003,454.5499999999994,9.213726140003969,Finished CAD volume times assumed steel density; weigh actual part
CRFULL,Full owned1000mm carbon upper spar cap R,31.41592653589775,29.45243112740414,33.37942194439135,499.74823476524034,99.98992939061597,18.50075529570396,Finished CAD volume times assumed carbon density; weigh actual part
LCR,Balsa5 lower spar cap R,14.37857051630549,8.986606572690931,19.770534459920047,548.9770322204431,101.95908128881432,9.488775422429166,Finished CAD volume times assumed balsa density; weigh actual part
WBR,Balsa5 continuous spar web R,3.1620925859754454,1.9763078662346534,4.347877305716237,381.06516017014405,95.24538718840799,13.802867984689787,Finished CAD volume times assumed balsa density; weigh actual part
CLFULL,Full owned1000mm carbon upper spar cap L,31.415926535895778,29.45243112740229,33.37942194438926,-499.74823476520663,99.98992939061502,18.50075529570403,Finished CAD volume times assumed carbon density; weigh actual part
LCL,Balsa5 lower spar cap L,14.378570516301282,8.986606572688302,19.770534459914263,-548.9770322203345,101.95908128881764,9.488775422428574,Finished CAD volume times assumed balsa density; weigh actual part
WBL,Balsa5 continuous spar web L,3.162092585975545,1.9763078662347155,4.347877305716374,-381.06516017013314,95.2453871884083,13.802867984689877,Finished CAD volume times assumed balsa density; weigh actual part
EAR,MG90S aileron on aft-inboard tie tray R,13.4,12.0,15.0,468.01151613691275,127.55518094107812,12.322234885020043,MG90S nominal maker mass; verify actual servo and supplied arm
MAR,Thin printed aileron tie cradle R,2.8513724042439526,2.5662351638195573,3.279078264880545,468.0196560196561,123.32309582309583,5.400000000000001,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass"
PAR,Owned spoke aileron neutral route R,0.7231400533699003,0.713928078167736,0.7369580161731468,499.2500000000002,141.87999999999968,-1.8350000000003512,Finished CAD volume times assumed steel density; weigh actual part
EAL,MG90S aileron on aft-inboard tie tray L,13.4,12.0,15.0,-468.01151613687244,127.5551809410771,12.32223488501969,MG90S nominal maker mass; verify actual servo and supplied arm
MAL,Thin printed aileron tie cradle L,2.851663918634579,2.566497526771121,3.2794135064297656,-468.0196560196561,123.32309582309583,5.400000000000001,"PrusaSlicer object extrusion only; supports/brim excluded; before any manual finishing, not measured mass"
PAL,Owned spoke aileron neutral route L,0.7231400533699002,0.7139280781677358,0.7369580161731467,-499.25000000000017,141.87999999999965,-1.8350000000003504,Finished CAD volume times assumed steel density; weigh actual part
GLEG_L,L plain main wood leg,11.174399999991381,8.380799999993537,13.967999999989228,-111.0000000000223,135.0,-102.99999999999827,Finished CAD volume times assumed plywood density; weigh actual part
GLEG_R,R plain main wood leg,11.174399999991383,8.380799999993538,13.967999999989232,110.99999999997772,135.0,-103.00000000000173,Finished CAD volume times assumed plywood density; weigh actual part
GLEG_N,Plain nose wood leg,10.367999999999997,7.775999999999998,12.959999999999997,6.0,-290.0,-110.0,Finished CAD volume times assumed plywood density; weigh actual part
BATTERY,GenX 4S 5200 mAh pack,512.0,501.76,522.24,0.0,-154.0,12.5,"Owner-reported specification, not a new weighing"
MOTOR,Emax ECO II 2807 1300KV,47.6,43.0,54.0,-3.503181145570115e-16,600.0000001,0.0,Manufacturer nominal excluding leads; centre is the nominated installation target
ESC,ReadytoSky 40A ESC,40.0,30.0,55.0,0.0,365.0,15.0,Explicit allowance; actual model dimensions and mass unmeasured; centre is the nominated installation target
FC,Matek F405-WING V2,25.0,22.0,30.0,0.0,270.0,13.5,Previous manufacturer nominal; weigh installed board; centre is the nominated installation target
RX,Flysky FS-iA10B,19.3,14.0,24.0,0.0,315.0,14.35,FlySky manufacturer nominal; centre is the nominated installation target
GPS,M9N-5883 GPS/compass,14.5,12.0,18.0,0.0,-300.0,59.0,Previous manufacturer nominal; weigh installed module; centre is the nominated installation target
ASPD,ASPD-4525 board,3.5,3.0,4.5,16.0,-60.0,-20.0,Matek board-only nominal; pitot and tubing additional; centre is the nominated installation target
PITOT,"Pitot, tubes and fittings",11.5,7.0,20.0,-36.0,-300.0,10.0,Explicit allowance and approximate distributed centre; actual route and mass to measure
SIK,Airborne SiK radio,12.0,9.0,20.0,0.0,180.0,16.0,Explicit allowance; exact variant unverified; centre is the nominated installation target
PROP,9045 three-blade propeller and adapter/nut,22.0,17.0,30.0,0.0,613.5000001,0.0,Propeller family nominal16.7g plus adapter allowance; weigh owned variant
WHEEL1,Owned complete wheel/axle assembly,30.0,10.0,70.0,-180.0,135.0,-200.0,Explicit unmeasured assembly allowance located at leg end; actual mass and axle offset must replace this estimate
WHEEL2,Owned complete wheel/axle assembly,30.0,10.0,70.0,180.0,135.0,-200.0,Explicit unmeasured assembly allowance located at leg end; actual mass and axle offset must replace this estimate
WHEEL3,Owned complete wheel/axle assembly,30.0,10.0,70.0,6.0,-290.0,-200.0,Explicit unmeasured assembly allowance located at leg end; actual mass and axle offset must replace this estimate
GLUE,"Adhesive, tape and local reinforcement",100.0,65.0,160.0,0.0,140.0,0.0,Explicit installation allowance; replace by weighing
WIRE,"Wiring, connectors and servo extensions",70.0,45.0,110.0,0.0,100.0,10.0,Explicit installation allowance; replace by weighing
FIXINGS,"Straps, ties, load-spreading offcuts and motor/servo screws; supplied wheel hardware already counted",30.0,20.0,50.0,0.0,50.0,-25.0,Explicit installation allowance; replace by weighing
