id,name,estimated_g,low_g,high_g,x_mm,y_mm,z_mm,measured_g,basis
A53_L,Inner aileron endplate - left,2.895117417393063,2.1713380630447974,3.6188967717413294,-495.9998909011011,155.53913274932862,12.372716126543956,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A62_F,Lower fuselage keel - front half,14.553261262267442,10.914945946700582,18.191576577834304,1.5299785973069327e-05,-169.79804027955413,-35.73920238581348,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A62_A,Lower fuselage keel - aft half,14.005295780668806,10.503971835501606,17.50661972583601,1.5615544029401462e-05,358.6014155259352,-32.19115600670937,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A62_DL,Keel joint - left side lap,6.047999999999997,4.535999999999998,7.559999999999998,-5.999984384478998,99.99999999999997,-34.71392353139999,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A62_DR,Keel joint - right side lap,6.047999999999998,4.535999999999999,7.559999999999999,6.000015615521,100.0,-34.7139235314,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A07_R_I,Rear wing spar - right inboard section,12.024621486119907,9.01846611458993,15.030776857649885,199.16512983813283,119.71504144736741,14.408686311916826,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A07_R_O,Rear wing spar - right outboard section,10.098554129397728,7.5739155970482965,12.623192661747161,548.0393609332972,119.70558399361414,14.856493034863565,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A07_R_D1,Rear wing spar - right first face lap,2.159999255040623,1.6199994412804675,2.699999068800779,360.0000000000104,125.7063254799769,14.002496279810474,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A07_R_D2,Rear wing spar - right second face lap,2.1599992550403773,1.6199994412802832,2.699999068800472,359.99999999999045,113.70632961864307,13.992529938393854,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A07_L_I,Rear wing spar - left inboard section,12.024621486119907,9.01846611458993,15.030776857649885,-199.16512983813283,119.71504144736741,14.408686311916826,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A07_L_O,Rear wing spar - left outboard section,10.098554129397726,7.573915597048296,12.62319266174716,-548.0393609332972,119.70558399361414,14.856493034863563,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A07_L_D1,Rear wing spar - left first face lap,2.159999255040623,1.6199994412804675,2.699999068800779,-360.0000000000104,125.7063254799769,14.002496279810474,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A07_L_D2,Rear wing spar - left second face lap,2.1599992550403773,1.6199994412802832,2.699999068800472,-359.99999999999045,113.70632961864307,13.992529938393854,,"Finished CAD volume; assumed plywood450/600/750kg/m3, not measured stock."
A06,Centre fairing,96.90906617066771,87.21815955360094,111.44542609626787,0.0006123602422590989,123.2376860980604,31.693700184604936,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
A11,Left printed aileron,56.25334101561267,50.628006914051404,64.69134216795456,-622.3579391853114,160.2649719124352,12.143209729908024,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
A12,Tail carrier,134.06744775719562,120.66070298147606,154.17756492077496,0.004087783201642562,481.20847928503844,35.984112117415044,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
A21,Right printed aileron,56.113278789841495,50.501950910857346,64.53027060831771,622.4805104487418,160.2606396067751,12.143037631898556,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
A23,Left fixed aileron hinge rail,32.130242624853985,28.917218362368587,36.94977901858208,-630.2028323605757,131.90973472697613,14.601345180176805,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
A36,Right fixed aileron hinge rail,32.13767015741364,28.923903141672273,36.95832068102568,630.2028504481045,131.90972149639575,14.601345370028984,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
A45,Right wing root,32.71640111461903,29.44476100315713,37.623861281811884,47.869527574812594,97.44108941881838,9.263741708411066,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
A55,Left wing root,32.7151432541819,29.443628928763715,37.62241474230919,-47.8695275747878,97.44108941859189,9.263741708387402,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
A59,"Owned N1 nose, reused",140.08297283267618,126.07467554940857,161.0954187575776,0.026933173321453698,-273.07607132951244,41.11571199362302,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
HWR,Right aileron horn,1.0100169241464223,0.9090152317317801,1.1615194627683856,508.9500222806431,158.99842311635373,4.357095337116782,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
HWL,Left aileron horn,1.0098979800713448,0.9089081820642103,1.1613826770820463,-508.95002228063163,158.99842311634387,4.357095337238836,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
HTR,Right tail horn with base,2.49037588371444,2.241338295342996,2.863932266271606,61.68744852927484,511.75912335821636,29.53436950436979,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
HTL,Left tail horn with base,2.4854867990557525,2.236938119150177,2.8583098189141154,-61.68744852393474,511.75912333959565,29.534369509313304,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
HTRB,Right tail horn backing plate,0.7981980762004935,0.7183782685804442,0.9179277876305675,54.33090589352394,513.3057493858362,36.38606666902056,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
HTLB,Left tail horn backing plate,0.7980986081738181,0.7182887473564362,0.9178133993998907,-54.330905893515016,513.305749385829,36.38606666901629,,Reference slicer object extrusion only; support/brim excluded. Replace with finished part weighing.
FW01,left_inner_wing,83.52948574223139,70.66594493792775,100.23538289067767,-260.0874092291539,115.93128266777404,13.061136335205827,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW02,right_inner_wing,83.52942402866867,70.6658927282537,100.2353088344024,260.08741369544913,115.93123724935931,13.060850745759044,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW03,right_outer_wing,45.850854515493886,38.78982292010783,55.021025418592664,758.4937883663682,109.41279080117201,14.80316465573369,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW04,left_outer_wing,45.85086393430194,38.78983088841944,55.021036721162325,-758.493788372999,109.41279090342437,14.80316497904557,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW05,right_fixed_tail,25.94896199781465,21.952821850151192,31.13875439737758,171.12190361436026,460.54769708450885,111.14479765233078,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW06,left_fixed_tail,25.9488995182475,21.952768992437385,31.138679421897002,-171.12203793988016,460.5477430836306,111.14468931345614,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW07,lower_body_wrap,45.153087858970885,38.199512328689366,54.18370543076506,0.0015399021238007918,-48.17500000000027,-30.37547601635131,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW08,aft_lower_body,11.720715654918036,9.915725444060659,14.064858785901643,0.034997916844011163,313.7975966383125,-29.476169743218538,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW09,front_upper_cover,10.192322835455204,8.622705118795103,12.230787402546246,0.0007000015953354608,-65.00016585692053,31.172756067724965,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW10,rear_upper_cover,11.867728008608026,10.04009789528239,14.241273610329632,-0.12977819535725565,310.9797591984462,29.956883559253974,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW11,tail_underside,13.593555784486986,11.50014819367599,16.312266941384383,-2.2346383462801764,487.1336353689921,-24.191395502137517,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW12,right_moving_tail,12.37660245,10.4706056727,14.85192294,153.33011719895177,518.6005455778574,104.79047976036566,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
FW13,left_moving_tail,12.37660245,10.4706056727,14.85192294,-153.33011719892542,518.600545577855,104.79047976037525,,"Whole blank area; assumed423/500/600g/m2. Conservative before inner-paper/core removal; centre is area-weighted installed original surface mesh, small thickness/trim effects omitted."
CF_FRONT,Whole5x1000solidcarbonrod,31.415926535897935,29.452431127404314,33.37942194439155,0,60.454326154274,15.632498214492,,Nominal cylinder and assumed1500/1600/1700kg/m3.
CF_REAR,Whole5x1000solidcarbonrod,31.415926535897935,29.452431127404314,33.37942194439155,0,100.5003516283,15.070498451741,,Nominal cylinder and assumed1500/1600/1700kg/m3.
BAT,4S5200battery,512,501.76,522.24,0,-260,18.5,,Owner specification; actual scale measurement required.
FC,F405-WINGV2,25,22,30,0,-80,10,,Nominal board mass; plugs/leads separately budgeted.
RX,FS-iA10B,19.3,17,23,0,-25,10,,Manufacturer nominal; verify actual receiver.
GPS,M9N5883,14.5,12,18,0,-360,50,,Nominal module mass.
ASPD,ASPD4525,3.5,3,4.5,25,-165,-12,,Board only.
SIK,Airborne telemetry,12,9,20,0,180,14,,Unmeasured variant allowance.
ESC,40AESC,40,30,55,0,480,15,,Unmeasured ESC allowance.
MOTOR,Emax2807,47.6,43,54,0,594,0,,Manufacturer nominal plus fit location; shaft and wire mass approximate.
PROP,9045propandnut,22,17,30,0,614,0,,Prop/nut allowance; verify hand and adapter.
PITOT,Pitotandtubes,11.5,7,20,0,-310,35,,Unmeasured distributed assembly allowance.
GEAR,Future completegear,120,60,220,0,30,-100,,Unselected landing gear allowance ONLY; replace mass and moments before CG calculation.
GLUE,Glueandtape,85,50,140,0,150,0,,Installation allowance.
WIRE,Wiresandconnectors,65,40,100,0,100,10,,Installation allowance.
TIES,"Straps,ties,hardware",25,15,45,0,20,-5,,Installation allowance; provided fasteners included.
SPOKES,Fourpushrodsandshortpivots,15,10,25,0,300,12,,Steel spoke offcut allowance; measure built linkages.
SWL,MG90Sservo,13.4,12,15,-491,101,12,,Nominal servo mass; nose steering location/installation depends selected gear.
SWR,MG90Sservo,13.4,12,15,491,101,12,,Nominal servo mass; nose steering location/installation depends selected gear.
STL,MG90Sservo,13.4,12,15,-46,406,6,,Nominal servo mass; nose steering location/installation depends selected gear.
STR,MG90Sservo,13.4,12,15,46,406,6,,Nominal servo mass; nose steering location/installation depends selected gear.
SNOSE,MG90Sservo,13.4,12,15,0,-330,10,,Nominal servo mass; nose steering location/installation depends selected gear.
